Busname,Bustype,Departing_time,Reaching_time,Duration,Price,Seats_available,Star_rating,Route_links,Route_names,State_name
TGSRTC - 8625,RAJDHANI (A.C. Semi Sleeper),21:00,01:00,04h 00m,INR 389,33 Seats available,"3.7
53",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 8619,Rajdhani (AC Semi Sleeper 2+2),22:00,02:00,04h 00m,INR 389,18 Seats available,"3.7
72",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 64593,Super Luxury (Non AC Seater 2+2 Push Back),22:30,02:25,03h 55m,INR 320,5 Seats available,"4.1
33",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 8827,Super Luxury (Non AC Seater 2+2 Push Back),22:55,03:20,04h 25m,INR 320,9 Seats available,"4.0
17",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 4166,Rajdhani (AC Semi Sleeper 2+2),23:00,03:00,04h 00m,INR 389,28 Seats available,"4.1
15",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 6631,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03:30,04h 30m,INR 320,20 Seats available,3.7,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 8644,Super Luxury (Non AC Seater 2+2 Push Back),23:10,03:20,04h 10m,INR 320,10 Seats available,"4.3
43",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 8992,Super Luxury (Non AC Seater 2+2 Push Back),23:25,03:20,03h 55m,INR 320,5 Seats available,"4.3
17",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 64008,RAJADHANI AC (CONVERTED METRO LUXURY),23:30,03:30,04h 00m,INR 389,28 Seats available,"3.9
67",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 8805,RAJDHANI (A.C. Semi Sleeper),23:45,03:30,03h 45m,INR 389,9 Seats available,"4.0
25",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 7646,Super Luxury (Non AC Seater 2+2 Push Back),23:55,04:00,04h 05m,INR 320,6 Seats available,"4.7
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 8600,Super Luxury (Non AC Seater 2+2 Push Back),23:55,05:20,05h 25m,INR 320,16 Seats available,"4.8
31",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
TGSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,23:55,03:30,03h 35m,INR 389,12 Seats available,"3.1
48",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
BSR Tours And Travels,NON A/C Seater (2+2),23:40,06:00,06h 20m,INR 450,11 Seats available,"4.5
23",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 450,9 Seats available,"3.5
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Sri KVR Travels,A/C Seater / Sleeper (2+1),23:58,05:00,05h 02m,INR 510,5 Seats available,3.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
SAIRAJ TRAVELS,A/C Sleeper (2+1),23:59,05:30,05h 31m,INR 800,2 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 780,6 Seats available,"3.6
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),23:59,06:10,06h 11m,INR 600,8 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
SAIRAJ TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,06:15,06h 16m,INR 600,1 Seat available,4.3,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),00:30,05:00,04h 30m,INR 740,4 Seats available,"3.4
16",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:30,05:30,05h 00m,INR 550,3 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Mozo travels,A/C Seater / Sleeper (2+1),01:30,06:00,04h 30m,INR 549,6 Seats available,"4.4
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),23:55,05:25,05h 30m,INR 450,12 Seats available,"2.6
7",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
RRR Travels,A/C Sleeper (2+1),23:50,05:30,05h 40m,INR 900,1 Seat available,"4.7
38",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Bharathi Tours & Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,INR 890,1 Seat available,4.5,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),23:59,05:30,05h 31m,INR 3999,40 Seats available, ,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),00:40,05:00,04h 20m,INR 1100,30 Seats available,"2.1
10",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad,Telugana
APSRTC - 4880,STAR LINER(NON-AC SLEEPER 2+1),20:00,02:45,06h 45m,INR 565,33 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:45,06h 45m,INR 436,21 Seats available,"4.0
10",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3622,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,03:35,07h 35m,INR 436,34 Seats available,"4.6
74",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,03:45,07h 45m,INR 436,23 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),20:00,03:00,07h 00m,INR 536,22 Seats available,"3.6
6",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 2549,NIGHT RIDER (SEATER CUM SLEEPER),20:15,02:15,06h 00m,INR 595,39 Seats available,"4.2
15",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,04:15,08h 00m,INR 436,2 Seats available,"3.6
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 2876,STAR LINER(NON-AC SLEEPER 2+1),20:15,03:30,07h 15m,INR 565,9 Seats available,"4.8
8",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 37801,INDRA(A.C. Seater),20:20,03:45,07h 25m,INR 528,28 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30,04:00,07h 30m,INR 536,29 Seats available,"4.1
57",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 24262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:00,05h 30m,INR 469,33 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,03:30,07h 00m,INR 436,14 Seats available,"2.5
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,03:45,07h 15m,INR 469,25 Seats available,"3.8
20",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3969,INDRA(A.C. Seater),20:30,03:15,06h 45m,INR 528,37 Seats available,"3.4
8",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,04:40,08h 00m,INR 436,19 Seats available,"4.5
18",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3544,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:40,06h 55m,INR 436,14 Seats available,"4.3
49",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3697,STAR LINER(NON-AC SLEEPER 2+1),20:45,03:45,07h 00m,INR 622,11 Seats available,"4.5
23",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 95703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:30,06h 45m,INR 452,10 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 35212,STAR LINER(NON-AC SLEEPER 2+1),20:45,03:45,07h 00m,INR 565,12 Seats available,"2.7
5",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3883,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,04:05,07h 15m,INR 469,34 Seats available,"3.6
36",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4795,INDRA(A.C. Seater),20:50,04:00,07h 10m,INR 581,29 Seats available,"2.6
26",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 35064,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:55,04:05,07h 10m,INR 436,16 Seats available,"3.9
17",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4920,INDRA(A.C. Seater),21:00,04:00,07h 00m,INR 528,26 Seats available,"4.2
11",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,07h 15m,INR 436,15 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 38202,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,07h 15m,INR 436,6 Seats available,"3.8
31",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 35172,STAR LINER(NON-AC SLEEPER 2+1),21:00,05:10,08h 10m,INR 565,9 Seats available,"3.7
14",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4351,STAR LINER(NON-AC SLEEPER 2+1),21:00,04:00,07h 00m,INR 565,3 Seats available,"4.3
58",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4936,STAR LINER(NON-AC SLEEPER 2+1),21:00,03:45,06h 45m,INR 565,3 Seats available,"2.6
13",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,03:45,06h 45m,INR 436,19 Seats available,"3.2
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:50,07h 50m,INR 469,24 Seats available,"4.0
130",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 9655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,05:05,07h 55m,INR 469,22 Seats available,"3.7
27",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4996,INDRA(A.C. Seater),21:15,04:15,07h 00m,INR 528,25 Seats available,"3.7
17",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:30,07h 15m,INR 517,12 Seats available,"4.1
23",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:25,05:30,08h 05m,INR 436,21 Seats available,"4.5
64",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4340,INDRA(A.C. Seater),21:30,05:00,07h 30m,INR 528,35 Seats available,"4.3
12",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4043,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:25,06h 55m,INR 436,13 Seats available,"3.7
68",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3944,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:45,07h 15m,INR 436,14 Seats available,"3.9
31",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 9652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:50,07h 20m,INR 436,18 Seats available,"3.1
27",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4789,STAR LINER(NON-AC SLEEPER 2+1),21:30,04:30,07h 00m,INR 565,7 Seats available,"4.8
38",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 35136,INDRA(A.C. Seater),21:45,04:00,06h 15m,INR 528,29 Seats available,"3.7
99",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3693,NIGHT RIDER (SEATER CUM SLEEPER),21:45,05:00,07h 15m,INR 595,16 Seats available,"4.3
86",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:15,06h 30m,INR 436,2 Seats available,"4.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:45,03:49,06h 04m,INR 603,35 Seats available,"4.0
46",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3695,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,05:20,07h 25m,INR 436,10 Seats available,"4.3
22",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 9365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,05:00,07h 05m,INR 436,7 Seats available,"3.6
42",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3952,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:15,07h 15m,INR 436,12 Seats available,"3.5
47",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4791,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,05:00,07h 00m,INR 670,19 Seats available,"4.2
46",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 35120,INDRA(A.C. Seater),22:00,05:05,07h 05m,INR 567,29 Seats available,"3.7
87",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:45,06h 45m,INR 436,22 Seats available,"3.9
106",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3824,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,05:10,07h 00m,INR 436,27 Seats available,"3.4
22",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3839,VENNELA (A.C. SLEEPER),22:10,04:35,06h 25m,INR 839,11 Seats available,"3.7
33",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,05:35,07h 20m,INR 436,15 Seats available,"4.4
60",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3582,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:30,06h 15m,INR 603,25 Seats available,"4.2
164",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3557,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,04:35,06h 05m,INR 603,32 Seats available,"3.8
84",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3909,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:35,07h 05m,INR 436,12 Seats available,"4.1
54",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3542,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:50,07h 20m,INR 436,19 Seats available,"3.8
66",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3560,INDRA(A.C. Seater),22:30,03:45,05h 15m,INR 528,20 Seats available,"4.4
79",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 9935,STAR LINER(NON-AC SLEEPER 2+1),22:30,05:25,06h 55m,INR 607,6 Seats available,"4.2
59",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),22:30,04:35,06h 05m,INR 720,40 Seats available,"3.7
69",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 1445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:30,07h 00m,INR 436,19 Seats available,"4.3
74",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 35106,VENNELA (A.C. SLEEPER),22:40,04:05,05h 25m,INR 781,10 Seats available,"4.4
28",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,06:05,07h 20m,INR 436,28 Seats available,"3.2
15",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3279,VENNELA (A.C. SLEEPER),22:45,05:10,06h 25m,INR 839,16 Seats available,"4.1
129",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3826,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,05:40,06h 50m,INR 436,21 Seats available,"3.1
26",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3514,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,06:20,07h 30m,INR 469,16 Seats available,"3.7
107",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:15,06h 15m,INR 436,30 Seats available,"3.5
50",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 23703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:00,05h 00m,INR 436,29 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3502,VENNELA (A.C. SLEEPER),23:10,05:35,06h 25m,INR 839,20 Seats available,"3.8
59",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 4037,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,06:10,06h 55m,INR 436,25 Seats available,"3.7
121",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3510,STAR LINER(NON-AC SLEEPER 2+1),23:15,05:25,06h 10m,INR 565,20 Seats available,"4.0
66",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:30,05:05,05h 35m,INR 603,38 Seats available,"3.5
71",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 35270,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,05:05,05h 20m,INR 603,44 Seats available,"4.1
124",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:55,05:40,05h 45m,INR 670,35 Seats available,"4.1
47",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
FRESHBUS,Electric A/C Seater (2+2),21:00,05:40,08h 40m,399,17 Seats available,"4.7
497",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
FRESHBUS,Electric A/C Seater (2+2),21:50,06:15,08h 25m,525,17 Seats available,"4.6
517",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
NueGo,Electric A/C Seater (2+2),22:20,06:00,07h 40m,383,13 Seats available,"4.5
821",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
FRESHBUS,Electric A/C Seater (2+2),23:10,07:05,07h 55m,349,25 Seats available,"4.6
419",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
Zingbus Plus,A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,539,11 Seats available,"4.8
116",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:55,05:30,07h 35m,INR 429,16 Seats available,"4.4
628",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,06:00,07h 35m,INR 389,17 Seats available,"4.4
563",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
Sri KVR Travels,A/C Sleeper (2+1),21:40,05:00,07h 20m,INR 599,16 Seats available,"4.5
296",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:00,06:30,07h 30m,INR 629,11 Seats available,"4.4
453",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
Sri Sanvi Tours and Travels,A/C Sleeper (2+1),22:20,04:53,06h 33m,764,22 Seats available,"4.4
316",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
Yolo Bus,A/C Seater / Sleeper (2+1),22:15,05:24,07h 09m,INR 450,13 Seats available,"4.3
332",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:15,06:25,07h 10m,INR 489,18 Seats available,"4.3
326",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,06:05,07h 15m,573,15 Seats available,"4.2
547",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
NueGo,Electric A/C Seater/Sleeper (2+1),21:35,05:10,07h 35m,383,11 Seats available,"4.2
465",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
Sri Durga Malleswari Travels,A/C Sleeper (2+1),21:50,05:25,07h 35m,675,15 Seats available,"4.3
251",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,06:00,07h 15m,INR 459,21 Seats available,"4.1
817",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
NueGo,Electric A/C Seater (2+2),23:25,06:30,07h 05m,383,15 Seats available,"4.2
339",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
Tirumala Xpress,A/C Sleeper (2+1),21:35,05:50,08h 15m,449,27 Seats available,"4.1
444",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
NueGo,Electric A/C Seater (2+2),22:55,06:35,07h 40m,459,18 Seats available,"4.3
131",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Telugana
